"tconst","title","release_year","release_date","budget","worldwide_box_office","domestic_box_office","foreign_box_office","imdb_raiting","numvotes","genre"
tt10203982,Adoring,2019,,,94975696,,94975696,5.50,188,Drama
,Adrenaline Rush: The Science of Risk,2002,,,11011932,10994028,17904.0,,,
tt6306064,Adrift,2018,,,59945012,31445012,28500000,6.60,56816,Action
tt0092513,Adventures in Babysitting,1987,1987-07-01,"0",34368476,34368476,,6.90,44454,Adventure
tt1488181,Adventures in Zambezia,2012,2012-06-05,"20000000",34428344,,34428344,5.70,7289,Adventure
tt4559006,Ae Dil Hai Mushkil,2016,2016-10-27,"0",31668920,4264983.0,27403936,5.80,23420,Drama
tt0457643,Aegis,2005,,,16869260,,16869260,5.50,278,Action
,Affliction,1998,,,6330054.0,6330054.0,,,,
,Africa's Elephant Kingdom,1998,,,13485455,13485455,,,,
tt1223236,African Cats,2011,2011-04-22,"0",30857748,15428747,15429000,7.50,6502,Adventure
tt4126476,After,2019,,,69497584,12138565,57359024,5.20,54794,Drama
tt0098994,"After Dark, My Sweet",1990,1990-08-24,"0",2678414.0,2678414.0,,6.50,3732,Crime
tt1815862,After Earth,2013,2013-05-30,"130000000",243611984,60522096,183089888,4.80,201254,Action
tt0088680,After Hours,1985,1985-09-13,"4500000",10609321,10609321,,7.60,69406,Comedy
tt0367479,After the Sunset,2004,2004-11-12,"60000000",62657868,28331232,34326636,6.20,47773,Action
tt0118566,Afterglow,1997,1997-12-26,"0",2465960.0,2465960.0,,6.00,3578,Comedy
tt1393746,Aftershock,2010,2010-07-22,"25000000",100293272,62962.0,100230312,7.50,9235,Drama
tt0086859,Against All Odds,1984,1984-03-02,"0",21689062,21689062,,5.90,12470,Action
tt0078736,Agatha,1979,1979-02-09,"0",7500000.0,7500000.0,,6.20,3223,Drama
tt0313911,Agent Cody Banks,2003,2003-03-14,"28000000",58795816,47938328,10857484,5.10,35167,Action
tt0358349,Agent Cody Banks 2: Destination London,2004,2004-06-24,"26000000",28818996,23630160,5188836.0,4.50,15094,Action
tt1849718,Agneepath,2012,2012-01-25,"11097000",26001696,1986748.0,24014948,6.90,24665,Action
tt0088683,Agnes of God,1985,1985-08-21,"0",25627836,25627836,,6.60,7584,Drama
tt1186830,Agora,2009,2009-05-17,"70000000",39457344,619423.0,38837920,7.10,69991,Adventure
tt0099005,Air America,1990,1990-08-10,"0",31053600,31053600,,5.80,28888,Action
tt0118570,Air Bud,1997,1997-08-01,"3000000",23144500,23144500,,5.20,18059,Comedy
tt0140796,Air Bud: Golden Receiver,1998,1998-08-14,"0",10224116,10224116,,4.50,5800,Comedy
tt0118571,Air Force One,1997,1997-07-25,"85000000",172956416,172956416,,6.50,195954,Action
tt0106233,Airborne,1993,1993-09-17,"2600000",2850263.0,2850263.0,,6.20,7036,Adventure
tt0109068,Airheads,1994,1994-08-05,"0",5751882.0,5751882.0,,6.10,51827,Comedy
tt0083530,Airplane II: The Sequel,1982,1982-12-10,"0",27150534,27150534,,6.10,52974,Comedy
tt0080339,Airplane!,1980,1980-07-02,"3500000",83453536,83453536,,7.70,237913,Comedy
tt0437800,Akeelah and the Bee,2006,2006-04-28,"8000000",18948424,18848430,99995.0,7.30,20176,Drama
,Akira,1989,,,439162.0,439162.0,,,,
tt6139732,Aladdin,2019,,,1050693952,355559232,695134720,6.90,262921,Adventure
tt0103639,Aladdin,1992,1992-11-25,"28000000",346476288,217350224,129126080,8.00,414381,Adventure
tt0115493,Alaska,1996,1996-08-14,"23000000",11829959,11829959,,5.70,5515,Adventure
tt0318283,Alex & Emma,2003,2003-06-16,"30000000",15368897,14218698,1150199.0,5.50,13542,Comedy
tt1712170,Alex Cross,2012,2012-10-18,"45000000",34618868,25888412,8730455.0,5.10,34193,Action
tt0346491,Alexander,2004,2004-11-21,"155000000",167298192,34297192,133001000,5.60,170017,Action
tt1698641,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,2014-10-08,"28000000",100654152,66954148,33700000,6.20,44374,Comedy
tt0375173,Alfie,2004,2004-10-22,"60000000",35060880,13399812,21661070,6.20,52886,Comedy
tt0248667,Ali,2001,2001-12-11,"107000000",87713824,58203104,29510720,6.70,99907,Biography
tt0284837,Ali G Indahouse,2002,2002-03-21,"0",23280528,,23280528,6.20,91400,Comedy
tt5657028,Alibi.com,2017,2017-02-15,"0",29370592,,29370592,6.40,8438,Comedy
tt0099012,Alice,1990,1990-12-25,"0",7331647.0,7331647.0,,6.60,14404,Comedy
tt2567026,Alice Through the Looking Glass,2016,2016-05-25,"170000000",299457024,77041384,222415648,6.10,108501,Adventure
,Alice in Wonderland,2010,,,1025467136,334191104,691276032,,,
tt0078748,Alien,1979,1979-05-25,"11000000",78944888,78944888,,8.50,870648,Horror
,Alien Adventure,1999,,,24074680,8959784.0,15114896,,,
tt0094631,Alien Nation,1988,1988-10-07,"16000000",25216244,25216244,,6.30,15767,Action
tt0370263,Alien vs. Predator,2004,2004-08-12,"70000000",177427088,80282232,97144856,5.60,200461,Action
tt2316204,Alien: Covenant,2017,2017-05-09,"97000000",240891760,74262032,166629728,6.40,280024,Horror
tt0118583,Alien: Resurrection,1997,1997-11-12,"70000000",47795656,47795656,,6.20,247092,Action
tt0090605,Aliens,1986,1986-07-18,"18500000",85160248,85160248,,8.40,710658,Action
tt0775552,Aliens in the Attic,2009,2009-07-31,"45000000",57881056,25200412,32680644,5.40,22459,Adventure
tt0758730,Aliens vs. Predator: Requiem,2007,2007-12-25,"40000000",130290888,41797064,88493816,4.60,126091,Action
tt0103644,Alien³,1992,1992-05-22,"50000000",55473544,55473544,,6.40,299274,Action
tt0437086,Alita: Battle Angel,2019,,,404980544,85838208,319142336,7.30,264876,Action
tt0106246,Alive,1993,1993-01-15,"32000000",36733908,36733908,,7.10,56319,Biography
tt5581284,All About Me,2018,,,31920160,,31920160,7.30,4466,Biography
tt0185125,All About My Mother,1999,1999-04-19,"8272296",67872296,8272296.0,59600000,7.80,96817,Drama
tt2173264,All About My Wife,2012,2012-05-17,"0",29382038,,29382038,6.60,1557,Comedy
tt0881891,All About Steve,2009,2009-09-04,"15000000",40105544,33862904,6242639.0,4.80,42326,Comedy
tt0278295,All About the Benjamins,2002,2002-03-08,"14000000",26306532,25916320,390214.0,5.80,14888,Action
tt0096787,All Dogs Go to Heaven,1989,1989-11-17,"13800000",27100028,27100028,,6.70,42048,Adventure
tt0115509,All Dogs Go to Heaven 2,1996,1996-03-29,"0",8620678.0,8620678.0,,5.40,6126,Adventure
tt1666185,All Eyez on Me,2017,2017-06-12,"45000000",55668696,44922304,10746396,5.80,23309,Biography
tt0101301,All I Want for Christmas,1991,1991-11-08,"0",14812144,14812144,,5.90,5036,Comedy
tt0082001,All Night Long,1981,1981-03-06,"0",4454295.0,4454295.0,,5.50,1872,Comedy
tt0078754,All That Jazz,1979,1979-12-20,"0",37823676,37823676,,7.80,32031,Drama
tt0086873,All of Me,1984,1984-09-07,"0",36403064,36403064,,6.60,18649,Comedy
tt5294550,All the Money in the World,2017,,,56996304,25113708,31882596,6.80,85203,Biography
tt0149624,All the Pretty Horses,2000,2000-12-11,"57000000",18133496,15540353,2593142.0,5.80,15047,Drama
tt0085154,All the Right Moves,1983,1983-10-21,"0",17233166,17233166,,5.90,19009,Drama
tt1815769,"All's Well, Ends Well 2011",2011,,,31335572,,31335572,4.90,411,Comedy
,Allan Quatermain and the Lost City of Gold,1987,,,3751699.0,3751699.0,,,,
tt3410834,Allegiant,2016,2016-03-09,"110000000",179246864,66184052,113062816,5.60,122032,Action
tt3640424,Allied,2016,2016-11-17,"85000000",119520024,40098064,79421960,7.10,156468,Action
tt4649416,Almost Christmas,2016,2016-11-11,"17000000",42580920,42158780,422140.0,6.10,6835,Comedy
tt0181875,Almost Famous,2000,2000-09-15,"60000000",47383688,32534850,14848839,7.90,275367,Adventure
tt0119053,Almost Heroes,1998,1998-05-29,"0",6136856.0,6136856.0,,5.70,16648,Adventure
,Almost You,1985,,,95000.0,95000.0,,,,
tt11273332,Almost a Comedy,2019,,,26990962,,26990962,6.70,590,Drama
tt0099018,Almost an Angel,1990,1990-12-21,"0",6939946.0,6939946.0,,5.50,4655,Comedy
tt1243974,Aloha,2015,2015-05-27,"37000000",26250020,21067116,5182904.0,5.40,67117,Comedy
tt0094637,Aloha Summer,1988,1988-02-26,"0",418379.0,418379.0,,5.70,278,Comedy
tt0343135,Along Came Polly,2004,2004-01-16,"42000000",178311728,88097168,90214568,6.00,135901,Comedy
tt0164334,Along Came a Spider,2001,2001-04-06,"60000000",105178560,74078176,31100388,6.40,86211,Drama
tt8116428,Along With the Gods: The Last 49 Days,2018,,,97962240,1200246.0,96761992,7.10,7392,Action
tt7160070,Along With the Gods: The Two Worlds,2017,,,109383968,1908823.0,107475152,7.20,15496,Action
tt4244998,Alpha,2018,,,99630672,35857180,63773496,6.60,62479,Action
,Alpha Dog,2007,,,32351124,15309602,17041524,,,
tt1213012,Alpha and Omega,2010,2010-09-17,"20000000",50507268,25107268,25400000,5.10,14450,Adventure
tt0086877,Alphabet City,1984,1984-03-04,"0",7035585.0,7035585.0,,5.10,949,Crime
tt0080360,Altered States,1980,1980-12-25,"15000000",19853892,19853892,,6.80,35577,Horror
tt0952640,Alvin and the Chipmunks,2007,2007-12-13,"60000000",365352544,217326976,148025568,5.20,85815,Adventure
tt1615918,Alvin and the Chipmunks: Chipwrecked,2011,2011-12-14,"75000000",342695424,133110744,209584688,4.30,35593,Adventure
tt2974918,Alvin and the Chipmunks: The Road Chip,2015,2015-12-17,"0",234798640,85886984,148911648,4.90,19867,Adventure
tt1231580,Alvin and the Chipmunks: The Squeakquel,2009,2009-12-21,"75000000",443140000,219614608,223525392,4.50,49313,Adventure
tt0096794,Always,1989,1989-12-22,"31000000",43858792,43858792,,6.40,30554,Drama
tt10234494,Always Miss You,2019,,,19015464,91884.0,18923580,3.90,54,Romance
tt0488870,Always: Sunset on Third Street,2005,2005-11-11,"0",38573584,,38573584,7.70,2305,Comedy
tt1823067,Always: Sunset on Third Street '64,2012,,,40923304,,40923304,7.10,656,Comedy
tt0953981,Always: Sunset on Third Street 2,2007,,,42304704,,42304704,7.40,1023,Comedy
tt0086879,Amadeus,1984,1984-10-26,"18000000",51564280,51564280,,8.40,398577,Biography
tt1417032,Amalfi: Rewards of the Goddess,2009,,,37840540,,37840540,6.10,366,Drama
tt8081062,Amazing China,2018,,,72506344,,72506344,1.80,3852,Documentary
,Amazing Grace,2007,,,32120360,21250684,10869677,,,
tt0092546,Amazon Women on the Moon,1987,1987-09-18,"0",548696.0,548696.0,,6.20,11992,Comedy
tt1129445,Amelia,2009,2009-10-22,"40000000",19643086,14246488,5396598.0,5.80,12823,Adventure
tt0265029,America's Sweethearts,2001,2001-07-17,"0",138307680,93607672,44700000,5.70,58110,Comedy
tt0090631,American Anthem,1986,1986-06-27,"0",4845724.0,4845724.0,,4.80,1664,Drama
tt1961175,American Assassin,2017,,,67234192,36249672,30984514,6.20,82525,Action
tt0169547,American Beauty,1999,1999-09-15,"15000000",356296608,130096600,226200000,8.40,1144501,Drama
tt0086886,American Dreamer,1984,,,5021751.0,5021751.0,,6.50,1638,Comedy
tt2278392,American Dreams in China,2013,2013-05-18,"0",87097064,,87097064,7.00,2597,Drama
tt0088707,American Flyers,1985,1985-08-16,"0",1420355.0,1420355.0,,6.40,6165,Drama
tt0765429,American Gangster,2007,2007-11-02,"100000000",269755424,130164648,139590784,7.80,424661,Biography
tt0080365,American Gigolo,1980,1980-02-08,"4800000",22743674,22743674,,6.30,25865,Crime
tt0120586,American History X,1998,1998-10-30,"20000000",23875128,6719864.0,17155264,8.50,1111190,Crime
tt0077158,American Hot Wax,1978,,,7932571.0,7932571.0,,6.90,1278,Drama
tt1800241,American Hustle,2013,2013-12-12,"40000000",251171808,150117808,101054000,7.20,476919,Crime
tt3532216,American Made,2017,,,134866592,51342000,83524592,7.10,182684,Action
tt0103671,American Me,1992,1992-03-13,"0",13086430,13086430,,7.10,9526,Biography
tt0088708,American Ninja,1985,1985-08-30,"1000000",10499694,10499694,,5.40,15339,Action
tt0092548,American Ninja 2: The Confrontation,1987,1987-05-01,"0",4000000.0,4000000.0,,4.90,8946,Action
tt0096804,American Ninja 3: Blood Hunt,1989,1989-02-24,"0",902152.0,902152.0,,3.60,5483,Action
tt0244000,American Outlaws,2001,2001-08-17,"35000000",13678913,13342790,336123.0,5.90,16620,Action
tt0163651,American Pie,1999,1999-07-09,"11000000",235483008,102561008,132922000,7.00,404963,Comedy
tt0252866,American Pie 2,2001,2001-08-10,"30000000",287553600,145103600,142450000,6.40,255484,Comedy
,American Playhouse: The Ballad of Gregorio Cortez,1983,,,804963.0,804963.0,,,,
tt0144084,American Psycho,2000,2000-04-13,"7000000",34266564,15070285,19196280,7.60,596258,Crime
tt1605630,American Reunion,2012,2012-04-04,"50000000",234989584,57011520,177978064,6.70,214349,Comedy
tt2179136,American Sniper,2014,2014-12-11,"58800000",547426368,350126368,197300000,7.30,483812,Action
tt3316948,American Ultra,2015,2015-08-19,"28000000",27262374,14440985,12821389,6.10,91702,Action
tt0328828,American Wedding,2003,2003-08-01,"55000000",232722928,104565112,128157824,6.30,206252,Comedy
tt0078766,Americathon,1979,1979-08-10,"0",6171763.0,6171763.0,,4.50,895,Comedy
tt0118607,Amistad,1997,1997-12-03,"36000000",44229440,44229440,,7.30,77156,Biography
tt0085159,Amityville 3-D,1983,1983-11-18,"0",6333135.0,6333135.0,,4.10,6754,Horror
tt0083550,Amityville II: The Possession,1982,1982-09-24,"0",12534817,12534817,,5.50,11623,Horror
,Amores Perros,2001,,,20908468,5408467.0,15500000,,,
tt0106266,Amos & Andrew,1993,1993-03-05,"0",9745803.0,9745803.0,,5.70,9313,Comedy
tt1602620,Amour,2012,2012-07-01,"8900000",29652180,6739492.0,22912688,7.90,100384,Drama
tt0211915,Amélie,2001,2001-04-25,"10000000",173921952,33225500,140696448,8.30,751499,Comedy
tt0078757,An Almost Perfect Affair,1979,,,85493.0,85493.0,,5.20,324,Comedy
,An American Haunting,2006,,,29612136,16298046,13314091,,,
tt0090633,An American Tail,1986,1986-11-21,"9000000",47483000,47483000,,6.90,53728,Adventure
tt0101329,An American Tail: Fievel Goes West,1991,1991-11-21,"0",22166040,22166040,,6.40,26475,Adventure
tt0082010,An American Werewolf in London,1981,1981-08-21,"10000000",30565292,30565292,,7.50,105991,Comedy
tt0118604,An American Werewolf in Paris,1997,1997-12-25,"22000000",26570464,26570464,,5.10,25196,Comedy
,An Angel at My Table,1991,,,1054638.0,1054638.0,,,,
tt1174732,An Education,2009,2009-10-29,"7500000",26096852,12574914,13521938,7.30,134434,Drama
,An Ideal Husband,1999,,,18542974,18542974,,,,
tt0497116,An Inconvenient Truth,2006,2006-01-24,"1000000",49782012,24146160,25635852,7.40,83402,Documentary
tt0097579,An Innocent Man,1989,1989-10-06,"0",20047604,20047604,,6.40,7025,Action
tt0084434,An Officer and a Gentleman,1982,1982-07-28,"0",129795552,129795552,,7.00,56811,Drama
tt2398149,An Officer and a Spy,2019,,,18899214,,18899214,7.20,18231,Drama
tt0350261,An Unfinished Life,2005,2005-09-09,"30000000",18618284,8586392.0,10031892,7.00,31415,Drama
tt0118615,Anaconda,1997,1997-04-11,"45000000",65885768,65885768,,4.80,105045,Action
tt0366174,Anacondas: The Hunt for the Blood Orchid,2004,2004-08-26,"20000000",70992896,32238924,38753976,4.70,31816,Action
tt0289848,Analyze That,2002,2002-12-06,"60000000",55003136,32130628,22872508,5.90,86109,Comedy
tt0122933,Analyze This,1999,1999-03-05,"80000000",176885664,106885656,70000000,6.70,154235,Comedy
tt0118617,Anastasia,1997,1997-11-20,"53000000",58406348,58406348,,7.10,123545,Adventure
tt0187696,Anatomy,2000,2000-02-03,"0",10501958,9660.0,10492298,6.00,13432,Horror
tt1229340,Anchorman 2: The Legend Continues,2013,2013-12-18,"50000000",171464672,125168368,46296308,6.30,181704,Comedy
tt0357413,Anchorman: The Legend of Ron Burgundy,2004,2004-07-09,"26000000",90649728,85288304,5361427.0,7.10,356047,Comedy
tt0092559,And God Created Woman,1988,1988-03-04,"0",717376.0,717376.0,,4.30,1953,Comedy
tt0078718,And Justice for All,1979,1979-10-19,"0",33300000,33300000,,7.40,35027,Crime
tt2465146,And So It Goes,2014,2014-07-20,"18000000",25312388,15160801,10151586,5.80,14228,Comedy
tt1798635,Andalucia: Revenge of the Goddess,2011,,,22929220,,22929220,6.10,133,Action
tt8108198,Andhadhun,2018,,,62475344,1193046.0,61282296,8.20,91913,Comedy
tt0109120,Andre,1994,1994-08-17,"0",16820892,16820892,,5.60,6898,Adventure
,Angel,1984,,,17488564,17488564,,,,
tt0225071,Angel Eyes,2001,2001-05-15,"53000000",29715606,24174218,5541388.0,5.60,24435,Drama
tt6189022,Angel Has Fallen,2019,,,146661984,69030432,77631544,6.40,97097,Action
tt0092563,Angel Heart,1987,1987-03-06,"17000000",17185632,17185632,,7.20,88419,Horror
tt0099039,Angel Town,1990,,,855810.0,855810.0,,4.90,737,Action
tt0145653,Angela's Ashes,1999,1999-12-25,"25",13042112,13042112,,7.30,21972,Biography
tt0808151,Angels & Demons,2009,2009-05-13,"150000000",485930816,133375848,352554976,6.70,292506,Action
,Angels and Insects,1996,,,3414301.0,3414301.0,,,,
tt0109127,Angels in the Outfield,1994,1994-07-15,"0",50236832,50236832,,6.20,32334,Comedy
tt0305224,Anger Management,2003,2003-04-11,"75000000",195745824,135645824,60100000,6.20,215795,Comedy
tt0109129,Angie,1994,1994-03-04,"0",9398308.0,9398308.0,,5.40,2237,Comedy
tt0112368,Angus,1995,1995-09-15,"0",4821759.0,4821759.0,,6.70,6787,Comedy
,Animal World,2018,,,74922832,,74922832,,,
,Anna,2019,,,31626978,7743794.0,23883184,,,
tt1781769,Anna Karenina,2012,2012-09-06,"0",68929152,12816367,56112784,6.60,100163,Drama
tt0118623,Anna Karenina,1997,1997-04-04,"35000000",858553.0,858553.0,,6.20,5946,Drama
tt0166485,Anna and the King,1999,1999-12-16,"75000000",113996936,39263420,74733520,6.70,37465,Drama
tt3322940,Annabelle,2014,2014-10-02,"6500000",257047664,84273816,172773856,5.40,158574,Horror
tt8350360,Annabelle Comes Home,2019,,,231252592,74152592,157100000,5.90,74975,Horror
tt5140878,Annabelle: Creation,2017,,,306515872,102092200,204423680,6.50,133431,Horror
tt0417433,Annapolis,2006,2006-01-27,"26000000",17496992,17127992,369000.0,5.80,21302,Drama
,Anne Frank Remembered,1996,,,1310200.0,1310200.0,,,,
tt1823664,Annie,2014,2014-12-19,"65000000",136853504,85911264,50942244,5.30,38004,Comedy
tt0083564,Annie,1982,1982-06-18,"50000000",57059004,57059004,,6.60,45664,Comedy
tt0075686,Annie Hall,1977,1977-04-19,"4000000",38251424,38251424,,8.00,265019,Comedy
tt2798920,Annihilation,2018,,,43070916,32732300,10338614,6.80,322689,Adventure
tt0099044,Another 48 Hrs.,1990,1990-06-08,"38000000",80818976,80818976,,5.90,41859,Action
tt0433328,Another Public Enemy,2005,2005-01-27,"0",23248004,,23248004,6.00,646,Action
tt0106292,Another Stakeout,1993,1993-07-22,"0",20208496,20208496,,5.60,14450,Comedy
tt0094663,Another Woman,1988,1988-10-13,"0",1562749.0,1562749.0,,7.20,14140,Drama
tt1431181,Another Year,2010,2010-11-05,"8000000",19722766,3205706.0,16517060,7.30,29670,Comedy
tt0101356,Another You,1991,1991-07-26,"17000000",2865916.0,2865916.0,,5.20,4039,Comedy
tt0478970,Ant-Man,2015,2015-07-14,"130000000",519311968,180202160,339109792,7.30,657550,Action
tt5095030,Ant-Man and the Wasp,2018,,,622674112,216648736,406025408,7.00,394229,Action
,Antarctica,1991,,,4075362.0,,4075362.0,,,
tt0218817,Antitrust,2001,2001-01-12,"30000000",18195610,11328094,6867516.0,6.10,29452,Action
,Antoine and Sebastian,2013,,,38719880,,38719880,,,
,Antonia's Line,1996,,,4249321.0,4228275.0,21046.0,,,
tt0239450,Ants in the Pants,2000,2000-03-29,"0",7625967.0,,7625967.0,5.00,4100,Comedy
tt0168786,Antwone Fisher,2002,2002-12-19,"12500000",23367586,21078144,2289441.0,7.30,36008,Biography
tt0120587,Antz,1998,1998-10-02,"60000000",171757856,90757864,81000000,6.60,155333,Adventure
tt0146838,Any Given Sunday,1999,1999-12-16,"55000000",100230832,75530832,24700000,6.90,119861,Drama
tt0080377,Any Which Way You Can,1980,1980-12-17,"0",70687344,70687344,,6.10,19572,Action
tt0313792,Anything Else,2003,2003-08-27,"0",13585075,3212310.0,10372765,6.30,31336,Comedy
tt0149691,Anywhere But Here,1999,1999-11-12,"23000000",23631928,18670400,4961528.0,6.10,18027,Comedy
,Apartment Zero,1989,,,1267578.0,1267578.0,,,,
tt0078788,Apocalypse Now,1979,1979-08-15,"31500000",78784008,78784008,,8.50,661139,Drama
,Apocalypse Now Redux,2001,,,12543269,4626290.0,7916979.0,,,
tt0472043,Apocalypto,2006,2006-12-07,"40000000",120673224,50866636,69806592,7.80,311961,Action
,Apollo 13,1995,,,223837408,172071312,51766100,,,
tt1772240,Apollo 18,2011,2011-07-20,"5000000",26236152,17687708,8548444.0,5.20,55799,Horror
tt0800308,Appaloosa,2008,2008-09-12,"20000000",27712362,20211394,7500968.0,6.70,61558,Action
tt0094669,Appointment with Death,1988,1988-04-15,"0",960040.0,960040.0,,6.10,5040,Crime
tt1435613,April Bride,2009,,,32112344,,32112344,6.30,236,Drama
tt0090655,April Fool's Day,1986,1986-03-27,"5000000",12947763,12947763,,6.10,16772,Horror
tt0448663,April Snow,2005,,,24873160,,24873160,6.70,1942,Drama
tt0344604,Après Vous,2003,2003-12-17,"0",8852763.0,830292.0,8022471.0,6.40,3132,Comedy
tt0118636,Apt Pupil,1998,1998-10-23,"14000000",8863193.0,8863193.0,,6.70,39121,Crime
tt1477834,Aquaman,2018,,,1148461824,335061792,813400000,6.80,466507,Action
tt0429591,Aquamarine,2006,2006-03-03,"12000000",22989956,18597342,4392615.0,5.30,42375,Comedy
tt0099052,Arachnophobia,1990,1990-08-09,"31000000",53208180,53208180,,6.50,70128,Comedy
tt1764183,Arbitrage,2012,2012-09-14,"12000000",35485056,7919574.0,27565482,6.60,52559,Drama
